matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_73,p_78,free kick,right foot,27.93,-6.98,6,1,low,5,26,saved by keeper
m_209,p_67,open play,right foot,18.7,15.96,3,1,medium,50,40,blocked shot
m_160,p_109,free kick,left foot,28.43,-8.23,6,1,low,16,2,saved by keeper
m_40,p_34,open play,left foot,4.99,12.72,1,0,medium,32,13,saved by keeper
m_76,p_141,open play,right foot,28.18,-6.24,3,1,medium,29,28,missed chance
m_59,p_22,open play,left foot,12.97,11.22,2,0,low,81,2,missed chance
m_62,p_119,open play,left foot,28.18,0.75,4,1,low,12,23,missed chance
m_192,p_86,open play,left foot,26.43,-8.23,3,0,high,38,35,saved by keeper
m_101,p_105,open play,right foot,21.7,29.68,2,0,low,61,38,blocked shot
m_178,p_4,open play,right foot,21.45,-3.24,4,1,low,82,3,saved by keeper
m_93,p_132,open play,left foot,29.68,8.98,4,0,medium,69,1,missed chance
m_240,p_146,open play,left foot,2.99,-2.99,1,0,medium,37,26,saved by keeper
m_118,p_138,open play,right foot,14.71,-13.47,4,2,low,72,50,missed chance
m_119,p_17,open play,left foot,9.23,14.71,2,0,high,53,44,saved by keeper
m_116,p_17,open play,right foot,24.44,13.97,3,0,low,45,0,saved by keeper
m_208,p_93,open play,right foot,7.23,-2.24,2,0,medium,33,30,goal
m_119,p_99,open play,head,10.23,6.24,1,0,medium,33,1,saved by keeper
m_82,p_40,open play,head,4.99,4.49,3,0,medium,70,25,missed chance
m_148,p_21,free kick,right foot,32.92,2.49,5,0,low,71,25,saved by keeper
m_203,p_87,penalty,left foot,10.97,0,1,0,low,27,24,saved by keeper
m_52,p_42,open play,left foot,19.2,-10.97,4,0,medium,87,40,blocked shot
m_83,p_133,open play,right foot,26.43,3.74,3,0,low,63,1,saved by keeper
m_5,p_128,open play,head,7.98,1.5,1,0,high,71,41,missed chance
m_204,p_152,open play,right foot,18.45,0.5,3,0,medium,81,59,missed chance
m_227,p_139,open play,right foot,10.23,6.48,3,0,high,20,37,saved by keeper
m_81,p_56,open play,right foot,29.18,-3.24,3,1,medium,56,44,missed chance
m_12,p_96,open play,right foot,14.22,-9.73,2,0,low,68,15,blocked shot
m_202,p_94,open play,head,8.73,-0.5,1,1,low,12,54,missed chance
m_129,p_43,open play,right foot,26.68,2.49,4,1,low,15,18,missed chance
m_71,p_159,free kick,right foot,24.19,1.5,6,0,low,4,18,missed chance
m_212,p_159,open play,left foot,10.97,-13.22,3,0,low,89,6,blocked shot
m_24,p_135,open play,left foot,13.47,-12.97,4,0,low,34,2,missed chance
m_25,p_135,penalty,right foot,10.97,0,1,0,low,85,14,goal
m_190,p_118,open play,right foot,8.48,-1,3,2,low,86,53,blocked shot
m_197,p_92,open play,head,10.47,-5.49,2,0,medium,78,27,missed chance
m_152,p_160,open play,head,11.97,-1,3,0,high,82,17,missed chance
m_99,p_61,free kick,right foot,12.22,23.94,3,1,low,8,15,goal
m_144,p_50,open play,right foot,9.98,-13.97,2,0,high,80,9,missed chance
m_121,p_56,free kick,right foot,19.2,16.96,5,1,low,57,37,missed chance
m_122,p_140,open play,right foot,32.42,-4.74,4,1,low,50,55,missed chance
m_129,p_27,open play,left foot,18.45,21.7,1,0,medium,59,57,blocked shot
m_140,p_68,open play,left foot,30.43,-2.24,4,0,medium,70,58,saved by keeper
m_66,p_69,open play,right foot,28.68,7.48,3,1,low,63,11,missed chance
m_97,p_120,open play,left foot,8.73,12.22,1,0,medium,75,1,saved by keeper
m_116,p_77,open play,head,6.48,4.49,4,1,high,62,21,blocked shot
m_91,p_142,open play,left foot,10.72,-13.97,3,0,high,35,1,blocked shot
m_170,p_69,open play,right foot,3.99,-3.99,1,0,high,9,36,missed chance
m_141,p_27,open play,left foot,9.23,7.23,3,0,high,5,27,missed chance
m_142,p_140,open play,head,6.24,9.48,2,0,low,41,43,blocked shot
m_19,p_61,open play,right foot,6.73,-8.98,2,0,medium,64,19,missed chance
m_161,p_157,open play,right foot,8.73,6.98,3,1,medium,47,43,blocked shot
m_95,p_20,open play,left foot,23.19,-9.98,1,0,medium,51,42,missed chance
m_103,p_81,open play,left foot,8.48,-12.72,3,0,medium,53,0,blocked shot
m_221,p_32,open play,head,7.98,0.5,2,0,medium,28,18,missed chance
m_221,p_17,open play,right foot,27.93,4.24,2,0,medium,91,13,saved by keeper
m_70,p_37,free kick,left foot,24.69,-9.98,5,2,low,25,0,missed chance
m_25,p_149,open play,left foot,12.47,2,1,0,high,76,35,missed chance
m_144,p_127,open play,left foot,9.23,-12.47,3,0,medium,95,37,missed chance
m_193,p_137,open play,left foot,23.44,3.49,3,0,medium,89,3,saved by keeper
m_140,p_71,open play,right foot,13.47,10.97,3,0,medium,38,30,saved by keeper
m_159,p_117,open play,right foot,5.99,-12.47,2,0,high,11,31,saved by keeper
m_115,p_56,open play,right foot,13.47,5.49,3,0,medium,77,38,blocked shot
m_35,p_47,open play,right foot,11.47,-7.73,1,0,medium,45,6,hit the post
m_152,p_56,open play,right foot,10.47,2.49,3,1,low,52,29,blocked shot
m_121,p_99,open play,right foot,8.48,-2.24,1,0,low,12,7,goal
m_40,p_113,open play,left foot,14.22,2.24,1,0,low,42,13,goal
m_178,p_123,open play,right foot,14.46,-3.49,2,0,low,79,6,missed chance
m_167,p_79,open play,right foot,12.22,-8.23,4,0,medium,25,5,missed chance
m_199,p_76,open play,head,3.99,1.75,1,0,medium,11,6,missed chance
m_143,p_89,open play,left foot,23.44,-1.5,4,2,medium,89,42,missed chance
m_91,p_30,open play,right foot,11.47,5.24,3,1,high,76,35,missed chance
m_13,p_131,open play,left foot,4.24,12.22,2,0,medium,54,23,missed chance
m_75,p_160,open play,head,2.24,-2.74,2,0,medium,56,11,goal
m_127,p_141,open play,head,4.24,1.25,1,0,medium,46,45,goal
m_224,p_45,open play,right foot,6.98,-4.74,2,0,medium,47,44,missed chance
m_126,p_105,open play,right foot,10.72,-11.97,1,0,low,47,53,missed chance
m_42,p_148,open play,left foot,2.49,3.99,1,0,low,86,49,saved by keeper
m_195,p_86,open play,right foot,18.45,-0.5,1,0,medium,87,35,goal
m_149,p_33,open play,left foot,14.22,4.49,2,0,medium,29,15,missed chance
m_35,p_53,open play,head,1.75,-4.74,1,0,medium,46,9,goal
m_121,p_69,open play,right foot,20.2,13.97,3,0,medium,92,40,missed chance
m_187,p_64,open play,right foot,13.72,13.47,3,1,low,35,46,missed chance
m_195,p_160,open play,right foot,29.43,13.97,3,0,low,15,56,missed chance
m_10,p_148,open play,right foot,10.72,14.46,2,0,low,82,20,saved by keeper
m_63,p_152,open play,left foot,7.73,3.74,1,0,medium,78,13,goal
m_137,p_68,open play,right foot,21.45,11.97,3,2,low,52,30,missed chance
m_191,p_52,open play,right foot,22.69,-16.21,1,0,low,85,58,saved by keeper
m_101,p_59,open play,left foot,13.47,-12.97,2,0,medium,73,59,blocked shot
m_154,p_67,open play,right foot,12.72,-3.74,2,0,medium,68,24,missed chance
m_196,p_51,open play,left foot,25.19,13.22,2,0,low,12,19,missed chance
m_73,p_1,open play,other,0.75,2.49,0,0,low,27,5,goal
m_70,p_84,open play,left foot,7.73,-1.5,3,0,high,44,56,blocked shot
m_12,p_15,open play,left foot,14.96,5.99,4,1,low,57,24,blocked shot
m_115,p_24,open play,head,9.23,2.24,4,1,high,78,47,missed chance
m_14,p_76,open play,right foot,11.72,-10.23,1,0,low,81,27,missed chance
m_72,p_22,open play,right foot,7.23,3.74,1,0,high,56,0,saved by keeper
m_214,p_64,open play,head,8.73,6.73,4,0,low,64,9,saved by keeper
m_27,p_82,open play,right foot,11.72,13.97,3,0,low,45,9,missed chance
m_202,p_144,open play,right foot,9.48,9.98,1,0,medium,82,37,saved by keeper
m_140,p_53,open play,right foot,11.97,5.49,1,0,low,26,11,missed chance
m_41,p_3,open play,right foot,6.73,-9.23,1,0,low,93,49,goal
m_173,p_16,open play,right foot,22.44,-18.45,3,1,medium,43,30,missed chance
m_158,p_125,open play,right foot,9.98,-11.47,1,0,low,10,6,saved by keeper
m_142,p_133,open play,head,7.98,6.24,1,0,high,57,49,blocked shot
m_6,p_98,open play,right foot,22.44,13.72,3,0,low,61,3,blocked shot
m_88,p_160,open play,head,8.98,7.48,3,0,medium,89,45,saved by keeper
m_117,p_15,open play,right foot,11.47,-8.48,2,0,high,47,6,blocked shot
m_236,p_112,open play,head,3.99,-4.99,1,0,low,13,16,missed chance
m_118,p_108,open play,right foot,30.18,4.24,2,1,medium,61,23,missed chance
m_53,p_103,open play,left foot,24.19,2.99,5,3,medium,34,43,missed chance
m_115,p_97,open play,left foot,22.69,7.98,3,1,medium,65,52,missed chance
m_11,p_13,open play,right foot,11.22,-12.97,4,0,medium,75,57,saved by keeper
m_106,p_30,open play,right foot,12.47,2,5,2,low,20,33,missed chance
m_111,p_88,open play,right foot,10.23,5.74,2,0,medium,17,57,blocked shot
m_229,p_55,open play,left foot,7.73,0.75,1,0,medium,36,14,blocked shot
m_6,p_107,open play,right foot,9.98,-11.47,3,0,high,33,9,missed chance
m_70,p_95,penalty,right foot,10.97,0,1,0,low,1,43,goal
m_59,p_34,open play,left foot,3.99,12.72,1,0,low,48,37,saved by keeper
m_88,p_3,open play,head,6.24,-0.5,4,2,high,92,20,missed chance
m_81,p_101,open play,left foot,23.69,4.99,4,2,medium,29,54,missed chance
m_41,p_160,open play,head,6.24,2,3,0,high,15,5,goal
m_155,p_104,open play,left foot,7.73,0.5,1,0,low,8,45,missed chance
m_126,p_95,open play,right foot,34.42,-2.24,4,0,medium,91,1,missed chance
m_230,p_15,open play,head,7.48,0.5,1,0,medium,29,48,missed chance
m_135,p_140,open play,right foot,27.93,-9.48,3,1,low,47,2,saved by keeper
m_109,p_153,open play,left foot,26.93,4.49,2,0,medium,74,43,missed chance
m_149,p_109,penalty,right foot,10.97,0,1,0,low,6,11,goal
m_174,p_88,open play,right foot,18.45,-2,7,3,low,51,25,blocked shot
m_77,p_50,open play,right foot,10.23,-4.99,2,0,medium,42,50,goal
m_83,p_27,open play,left foot,30.18,-3.99,2,1,medium,48,15,missed chance
m_156,p_148,open play,right foot,14.22,19.95,3,0,medium,58,49,blocked shot
m_90,p_101,open play,head,11.22,4.24,2,0,medium,39,56,missed chance
m_233,p_62,open play,right foot,17.71,-8.48,3,1,medium,66,40,blocked shot
m_209,p_54,free kick,right foot,24.69,-8.73,5,1,low,13,28,missed chance
m_134,p_158,open play,left foot,4.24,5.49,1,0,medium,78,53,saved by keeper
m_151,p_112,free kick,left foot,20.45,-20.2,3,0,low,53,41,saved by keeper
m_12,p_73,open play,right foot,25.69,-2.74,3,0,medium,85,20,missed chance
m_124,p_62,open play,head,10.23,-5.24,2,1,,68,22,
m_127,p_99,open play,right foot,28.68,-13.22,4,1,low,55,55,missed chance
m_73,p_75,open play,left foot,6.24,15.46,2,0,medium,62,48,missed chance
m_19,p_99,open play,right foot,64.84,-1,4,0,low,23,25,saved by keeper
m_221,p_121,open play,head,8.48,-6.73,3,0,low,92,35,saved by keeper
m_165,p_8,open play,right foot,18.95,3.49,3,1,low,12,15,blocked shot
m_115,p_9,open play,right foot,17.21,10.23,2,0,high,77,41,missed chance
m_42,p_66,open play,right foot,25.19,-5.99,2,0,low,53,51,missed chance
m_52,p_156,penalty,left foot,10.97,0,1,0,low,4,1,goal
m_67,p_99,open play,left foot,18.95,0.25,2,0,medium,43,48,blocked shot
m_15,p_90,open play,right foot,3.99,4.74,1,0,low,10,3,goal
m_130,p_57,open play,right foot,17.96,2.99,6,3,low,77,45,blocked shot
m_132,p_16,open play,left foot,5.49,2.49,2,0,low,17,54,missed chance
m_89,p_69,open play,right foot,19.2,12.72,3,0,low,87,17,missed chance
m_90,p_78,open play,right foot,8.48,-3.24,1,0,medium,75,58,missed chance
m_78,p_123,open play,left foot,1.5,1.25,0,0,low,37,33,goal
m_45,p_34,open play,right foot,4.49,5.99,3,0,low,85,10,saved by keeper
m_32,p_6,open play,right foot,28.43,13.22,3,0,medium,47,2,saved by keeper
m_54,p_65,open play,left foot,5.99,3.24,2,0,medium,30,22,blocked shot
m_81,p_31,open play,left foot,34.66,18.45,1,1,low,44,14,missed chance
m_198,p_61,open play,right foot,27.18,-17.46,2,0,low,86,7,blocked shot
m_213,p_9,open play,right foot,35.16,-1.25,4,1,low,18,42,blocked shot
m_36,p_39,open play,left foot,18.45,3.49,2,0,low,15,57,missed chance
m_150,p_67,open play,right foot,11.47,-3.99,2,0,low,7,45,saved by keeper
m_103,p_26,open play,left foot,26.19,6.48,3,0,medium,78,38,missed chance
m_42,p_41,open play,left foot,10.23,12.47,2,0,high,35,31,hit the post
m_99,p_108,open play,head,7.23,-3.99,2,0,low,80,50,goal
m_208,p_7,open play,left foot,27.18,-2.99,3,0,medium,10,17,saved by keeper
m_110,p_155,free kick,right foot,29.68,-1,7,2,low,71,1,missed chance
m_139,p_129,open play,right foot,19.2,8.73,3,0,low,46,20,blocked shot
m_125,p_47,open play,right foot,9.73,-10.97,1,0,high,33,40,missed chance
m_58,p_52,open play,head,9.48,6.98,3,0,high,35,14,missed chance
m_79,p_30,open play,right foot,9.98,-12.47,2,0,medium,47,7,saved by keeper
m_25,p_155,open play,right foot,4.49,-7.48,1,0,high,14,26,missed chance
m_41,p_68,open play,left foot,22.69,-0.5,4,2,medium,82,53,saved by keeper
m_82,p_77,open play,head,7.23,4.74,3,0,medium,32,19,saved by keeper
m_29,p_73,free kick,right foot,21.45,13.72,3,1,low,90,15,missed chance
m_114,p_84,open play,left foot,8.73,3.99,3,0,medium,48,58,blocked shot
m_68,p_123,open play,head,7.73,-1,1,0,medium,83,31,missed chance
m_40,p_12,open play,left foot,19.7,-25.94,3,0,low,38,16,saved by keeper
m_178,p_119,open play,head,10.72,5.74,2,0,medium,87,10,missed chance
m_68,p_91,open play,head,9.73,-2.99,2,1,medium,10,27,missed chance
m_66,p_88,open play,right foot,19.45,-12.97,3,0,low,82,21,missed chance
m_155,p_92,open play,right foot,10.47,3.99,1,0,medium,7,9,saved by keeper
m_237,p_57,open play,right foot,6.48,-13.97,2,0,low,50,29,saved by keeper
m_185,p_41,open play,left foot,10.72,14.96,2,0,high,1,3,saved by keeper
m_193,p_129,open play,left foot,28.68,2.99,3,0,low,81,30,missed chance
m_26,p_38,open play,head,10.97,-4.74,1,0,medium,33,57,saved by keeper
m_111,p_150,open play,right foot,5.99,13.72,4,0,low,77,24,blocked shot
m_83,p_143,open play,left foot,2.49,3.99,0,0,medium,6,20,goal
m_48,p_154,open play,left foot,24.94,-9.73,2,0,medium,32,16,missed chance
m_236,p_13,open play,head,10.23,-3.49,2,0,high,9,15,blocked shot
m_209,p_146,open play,left foot,13.22,7.73,1,0,low,71,20,saved by keeper
m_231,p_14,open play,right foot,9.48,-10.97,2,0,medium,75,23,missed chance
m_20,p_93,open play,right foot,22.69,-3.49,3,0,medium,8,46,goal
m_60,p_159,open play,left foot,14.22,-4.49,1,0,low,41,36,goal
m_33,p_147,open play,left foot,22.2,-1.25,2,0,medium,10,28,missed chance
m_232,p_123,open play,right foot,7.98,-3.99,3,0,low,93,57,missed chance
m_41,p_125,open play,left foot,25.94,-3.99,6,2,medium,16,54,missed chance
m_188,p_75,open play,right foot,3.24,-11.22,1,0,medium,92,45,goal
m_59,p_36,open play,left foot,8.23,-10.23,3,3,low,70,41,blocked shot
m_9,p_40,open play,left foot,11.72,14.46,3,0,medium,19,2,blocked shot
m_135,p_47,open play,left foot,17.71,-3.74,2,0,medium,44,11,missed chance
m_193,p_12,open play,right foot,6.73,-14.71,1,0,medium,54,32,goal
m_2,p_46,open play,right foot,14.46,-14.22,2,0,medium,27,12,saved by keeper
m_85,p_65,open play,head,12.47,4.49,2,0,medium,26,4,hit the post
m_148,p_127,open play,left foot,12.72,10.72,4,1,high,24,53,blocked shot
m_198,p_44,open play,right foot,12.22,-9.73,2,0,low,33,13,saved by keeper
m_15,p_93,open play,head,8.23,5.49,3,1,medium,29,39,saved by keeper
m_215,p_100,open play,head,3.99,8.73,3,0,medium,47,31,saved by keeper
m_34,p_62,open play,right foot,17.96,7.48,3,0,medium,18,43,saved by keeper
m_23,p_149,open play,left foot,26.68,0.75,3,0,low,70,0,missed chance
m_71,p_41,open play,left foot,3.99,5.74,2,0,high,16,29,saved by keeper
m_8,p_99,open play,left foot,30.18,8.98,1,0,low,78,40,saved by keeper
m_162,p_49,open play,right foot,17.96,-5.99,3,1,medium,25,58,saved by keeper
m_14,p_11,open play,right foot,11.97,5.49,3,0,medium,48,47,missed chance
m_94,p_94,open play,right foot,21.2,5.24,2,0,medium,72,39,saved by keeper
m_2,p_60,open play,left foot,23.94,8.73,1,0,low,80,47,missed chance
m_187,p_37,free kick,right foot,18.21,-7.98,7,2,low,86,6,saved by keeper
m_148,p_6,open play,left foot,26.43,5.49,3,0,medium,83,35,missed chance
m_69,p_16,open play,left foot,12.22,13.72,3,0,low,3,5,saved by keeper
m_76,p_109,open play,right foot,27.43,-2.74,4,0,medium,33,59,missed chance
m_1,p_104,open play,right foot,12.47,-9.48,1,0,medium,85,1,blocked shot
m_228,p_13,open play,left foot,8.98,2.49,1,0,low,50,9,goal
m_45,p_143,open play,right foot,5.99,-12.72,2,0,low,60,12,saved by keeper
m_118,p_23,open play,left foot,6.48,13.97,1,0,low,22,13,blocked shot
m_54,p_10,open play,right foot,10.97,0,1,0,medium,70,14,goal
m_62,p_142,open play,left foot,17.71,2.24,1,0,low,3,31,saved by keeper
m_81,p_136,open play,left foot,21.95,-8.98,4,2,low,53,24,missed chance
m_225,p_45,open play,right foot,4.49,-2.99,1,0,low,55,48,missed chance
m_99,p_160,open play,right foot,27.43,1.25,2,0,medium,23,7,missed chance
m_240,p_23,open play,right foot,13.22,-2.74,4,0,low,56,59,missed chance
m_195,p_99,open play,head,7.73,-2.49,1,0,low,57,32,missed chance
m_80,p_102,open play,head,9.23,-6.98,4,0,high,44,18,missed chance
m_194,p_25,open play,right foot,24.69,-9.48,2,1,low,3,57,missed chance
m_32,p_3,open play,right foot,27.43,3.74,3,0,medium,8,16,saved by keeper
m_196,p_95,open play,right foot,12.72,16.46,3,0,low,58,46,saved by keeper
m_210,p_147,open play,right foot,10.97,-10.97,2,0,medium,3,52,saved by keeper
m_27,p_138,open play,right foot,13.22,-0.5,1,0,high,40,41,blocked shot
m_236,p_159,open play,head,11.22,5.99,3,2,high,0,9,missed chance
m_21,p_42,open play,left foot,31.92,13.47,3,1,low,42,29,missed chance
m_220,p_102,open play,other,7.23,-1.5,1,1,low,81,56,missed chance
m_116,p_112,open play,left foot,10.72,-5.99,2,0,medium,56,0,hit the post
m_4,p_21,open play,left foot,23.19,-16.46,3,1,medium,82,56,saved by keeper
m_223,p_123,open play,left foot,7.98,6.98,3,0,high,83,0,saved by keeper
m_46,p_22,open play,left foot,31.17,4.99,6,0,low,67,10,missed chance
m_75,p_147,open play,right foot,24.94,3.74,2,0,medium,52,58,saved by keeper
m_48,p_146,open play,left foot,30.18,9.23,4,0,low,14,16,saved by keeper
m_22,p_55,open play,head,8.23,1,1,0,medium,83,48,missed chance
m_172,p_22,open play,head,10.23,2,1,0,,33,39,
m_150,p_31,open play,left foot,3.49,2,1,0,low,48,40,goal
m_234,p_110,open play,left foot,10.23,-4.74,4,0,low,56,52,blocked shot
m_140,p_119,open play,head,7.48,10.97,2,0,high,39,8,saved by keeper
m_87,p_40,open play,right foot,11.47,3.49,2,0,high,65,41,saved by keeper
m_21,p_95,open play,head,3.49,-7.48,1,0,high,80,29,saved by keeper
m_181,p_40,open play,right foot,22.94,7.48,5,2,medium,1,48,missed chance
m_126,p_6,open play,head,2.49,-6.24,2,0,high,23,39,blocked shot
m_114,p_28,open play,left foot,12.22,2.24,4,0,medium,31,9,blocked shot
m_64,p_103,open play,head,7.48,0.5,2,0,medium,47,30,missed chance
m_126,p_83,open play,left foot,12.97,1.5,3,1,low,20,17,missed chance
m_67,p_67,open play,left foot,13.97,2.24,2,0,medium,46,8,saved by keeper
m_193,p_136,open play,left foot,15.71,-14.22,2,0,high,24,7,blocked shot
m_142,p_104,open play,right foot,10.72,5.24,2,0,medium,35,40,blocked shot
m_150,p_70,open play,right foot,25.44,-22.44,3,0,low,8,32,saved by keeper
m_189,p_118,open play,left foot,11.47,-8.73,1,0,medium,91,23,missed chance
m_83,p_106,open play,right foot,23.19,-9.23,1,0,high,8,19,missed chance
m_79,p_43,open play,right foot,11.47,10.23,3,1,medium,64,3,missed chance
m_11,p_42,open play,right foot,13.97,14.22,4,0,medium,53,34,missed chance
m_8,p_35,open play,head,5.49,-1.5,4,0,medium,80,43,goal
m_99,p_148,open play,left foot,12.72,-7.98,2,1,medium,17,10,blocked shot
m_197,p_68,open play,right foot,10.23,-7.48,3,0,high,96,54,blocked shot
m_83,p_42,open play,left foot,14.96,9.48,2,0,low,40,53,saved by keeper
m_215,p_28,open play,left foot,13.22,-4.49,3,0,medium,25,46,blocked shot
m_49,p_38,open play,head,11.47,5.49,3,0,medium,88,56,saved by keeper
m_148,p_134,open play,right foot,24.94,-11.72,2,0,low,1,50,saved by keeper
m_43,p_3,open play,head,2.99,10.72,2,0,medium,63,2,saved by keeper
m_43,p_39,open play,right foot,16.96,-0.75,1,0,medium,43,7,blocked shot
m_149,p_155,penalty,right foot,10.97,0,1,0,low,5,4,goal
m_32,p_102,open play,left foot,15.71,-0.5,3,0,medium,28,14,missed chance
m_105,p_147,open play,head,10.72,1.75,4,0,medium,54,53,saved by keeper
m_228,p_152,open play,head,7.48,0.25,2,0,medium,84,24,goal
m_125,p_159,open play,right foot,7.23,-15.21,2,0,medium,7,15,missed chance
m_224,p_112,free kick,left foot,31.42,-15.96,4,2,low,42,55,blocked shot
m_44,p_157,open play,right foot,6.73,-5.49,2,0,high,51,19,saved by keeper
m_26,p_140,open play,right foot,5.49,-12.22,2,0,medium,15,57,saved by keeper
m_22,p_7,open play,left foot,8.73,8.23,2,1,medium,37,40,saved by keeper
m_26,p_143,free kick,right foot,19.7,17.96,6,2,low,43,52,missed chance
m_137,p_13,open play,left foot,23.44,-2.49,2,0,medium,74,14,missed chance
m_150,p_73,open play,head,5.49,9.23,3,1,medium,9,25,missed chance
m_167,p_101,open play,right foot,7.98,11.72,1,0,low,79,32,missed chance
m_113,p_149,open play,right foot,12.22,14.22,2,0,medium,92,34,blocked shot
m_89,p_112,open play,left foot,21.2,-12.22,5,3,low,60,37,blocked shot
m_6,p_77,open play,right foot,4.49,-5.74,2,0,high,15,21,blocked shot
m_135,p_96,open play,right foot,28.43,7.73,3,0,low,68,25,missed chance
m_224,p_63,open play,right foot,5.49,9.73,1,0,low,57,11,saved by keeper
m_186,p_159,open play,right foot,19.2,16.96,3,0,low,2,41,missed chance
m_72,p_145,open play,left foot,19.7,10.72,2,0,low,45,0,missed chance
m_147,p_101,open play,head,8.48,-2.49,1,0,low,79,33,saved by keeper
m_141,p_129,open play,right foot,11.22,-10.47,3,0,medium,56,14,blocked shot
m_198,p_105,open play,right foot,24.44,22.44,2,0,low,40,33,saved by keeper
m_213,p_62,open play,head,9.23,-3.24,2,0,high,36,41,missed chance
m_132,p_2,open play,head,4.74,2.99,3,1,high,45,50,blocked shot
m_143,p_70,open play,right foot,22.94,5.24,2,0,low,52,18,missed chance
m_47,p_27,open play,left foot,24.44,13.72,6,3,low,91,54,blocked shot
m_128,p_49,open play,left foot,9.98,13.47,1,0,medium,76,13,saved by keeper
m_4,p_82,open play,right foot,25.69,11.72,3,0,medium,34,42,missed chance
m_119,p_4,open play,left foot,8.48,-4.24,3,0,medium,37,58,missed chance
m_18,p_8,open play,right foot,3.99,2,1,0,medium,20,37,goal
m_166,p_149,open play,right foot,17.71,2,2,0,high,20,7,blocked shot
m_234,p_98,open play,right foot,21.95,-4.99,3,0,medium,35,20,saved by keeper
m_63,p_139,open play,right foot,20.45,-12.72,2,1,low,50,26,missed chance
m_69,p_124,open play,left foot,26.19,2,3,1,low,89,27,saved by keeper
m_29,p_116,open play,right foot,26.43,-4.74,7,2,low,5,10,blocked shot
m_94,p_30,open play,right foot,10.23,0.5,2,0,high,45,8,missed chance
m_88,p_149,open play,left foot,12.22,15.21,2,0,medium,23,56,saved by keeper
m_175,p_154,open play,right foot,24.69,-11.47,4,0,medium,39,16,blocked shot
m_74,p_141,open play,right foot,20.7,8.98,3,0,medium,11,3,missed chance
m_165,p_94,open play,right foot,21.45,6.73,5,0,high,68,32,blocked shot
m_217,p_78,open play,right foot,32.92,-8.23,6,1,low,45,55,saved by keeper
m_201,p_86,open play,right foot,9.23,-10.97,2,0,medium,88,0,saved by keeper
m_119,p_117,open play,right foot,13.72,-2.99,1,0,medium,16,35,saved by keeper
m_136,p_20,open play,right foot,3.49,2.74,1,0,low,14,11,missed chance
m_28,p_119,free kick,left foot,23.19,6.48,7,2,low,83,9,blocked shot
m_128,p_2,open play,right foot,11.97,-12.72,2,0,low,79,8,blocked shot
m_63,p_114,open play,right foot,20.95,8.23,5,3,low,10,54,blocked shot
m_9,p_129,open play,right foot,5.99,-7.48,1,0,low,92,29,goal
m_4,p_4,open play,left foot,19.7,4.99,2,0,medium,35,16,saved by keeper
m_160,p_105,free kick,left foot,21.45,-10.72,8,3,low,65,48,missed chance
m_125,p_77,open play,left foot,17.96,1.25,2,0,high,60,43,blocked shot
m_112,p_76,open play,head,10.47,-2,1,0,medium,92,32,missed chance
m_22,p_150,open play,right foot,22.69,-7.73,4,0,high,91,30,blocked shot
m_7,p_52,open play,left foot,2.74,-0.5,1,0,high,28,29,blocked shot
m_43,p_7,open play,right foot,9.73,1.25,2,0,low,18,39,missed chance
m_108,p_100,open play,right foot,45.64,10.72,2,0,low,94,16,missed chance
m_232,p_145,open play,right foot,6.48,-6.73,1,0,medium,7,44,missed chance
m_226,p_158,open play,right foot,3.24,-7.48,2,0,low,31,19,goal
m_183,p_16,open play,right foot,31.67,-7.98,3,3,low,80,59,saved by keeper
m_144,p_111,open play,right foot,12.72,-0.75,3,0,medium,60,38,missed chance
m_75,p_138,open play,right foot,27.68,4.49,6,2,high,1,50,missed chance
m_185,p_157,open play,left foot,23.69,15.21,3,0,low,53,13,missed chance
m_220,p_119,open play,left foot,9.48,6.98,2,0,low,91,59,blocked shot
m_15,p_50,open play,left foot,25.44,-17.46,3,0,low,21,27,missed chance
m_72,p_76,open play,right foot,9.73,-3.24,2,1,medium,76,44,missed chance
m_65,p_114,open play,right foot,11.72,-5.24,3,0,medium,56,53,goal
m_16,p_150,open play,right foot,20.45,8.48,2,0,low,13,54,blocked shot
m_65,p_72,open play,left foot,24.94,14.22,3,1,low,83,57,goal
m_32,p_64,open play,right foot,9.48,-8.48,1,0,low,68,45,missed chance
m_214,p_136,open play,left foot,14.22,-11.22,3,0,high,57,41,blocked shot
m_28,p_107,open play,right foot,23.94,10.47,2,0,medium,75,9,saved by keeper
m_135,p_3,open play,head,5.49,2.24,2,0,medium,36,41,goal
m_184,p_126,open play,left foot,18.95,-14.22,2,0,medium,53,19,saved by keeper
m_165,p_119,open play,left foot,11.72,8.23,2,0,medium,14,47,saved by keeper
m_200,p_35,open play,head,7.48,0.25,2,0,high,32,41,blocked shot
m_71,p_122,open play,right foot,6.73,13.97,3,0,medium,29,12,saved by keeper
m_113,p_151,open play,left foot,17.21,-13.97,4,1,medium,51,20,blocked shot
m_45,p_31,open play,left foot,7.73,9.73,2,0,medium,35,47,saved by keeper
m_144,p_41,open play,left foot,9.48,8.98,2,0,medium,66,8,saved by keeper
m_47,p_114,open play,head,9.48,10.47,2,0,low,48,3,missed chance
m_42,p_61,penalty,right foot,10.97,0,1,0,low,7,46,goal
m_119,p_9,open play,right foot,26.68,9.48,3,0,medium,72,13,missed chance
